age,job,marital,education,balance,housing,loan,contact,campaign,deposit
26,entrepreneur,divorced,primary,25410,no,no,telephone,3,no
43,blue-collar,married,secondary,38160,no,yes,telephone,9,no
19,management,single,tertiary,9447,no,no,cellular,8,no
26,retired,married,secondary,19033,yes,no,cellular,4,no
26,technician,married,tertiary,39355,no,no,cellular,9,no
57,management,married,tertiary,8129,no,no,cellular,7,no
34,entrepreneur,divorced,secondary,28358,yes,no,cellular,2,no
18,retired,married,tertiary,11907,no,yes,cellular,1,yes
42,technician,married,tertiary,19637,no,yes,cellular,1,yes
60,student,divorced,primary,36196,yes,yes,cellular,3,no
57,services,divorced,primary,20369,yes,no,cellular,2,no
59,blue-collar,divorced,tertiary,27481,yes,yes,telephone,4,no
42,entrepreneur,divorced,secondary,29681,no,no,telephone,8,no
56,entrepreneur,single,tertiary,589,yes,no,telephone,5,no
52,student,single,secondary,21560,yes,yes,telephone,5,no
20,services,married,primary,1034,no,no,cellular,6,no
67,student,single,secondary,-1831,no,yes,telephone,5,no
54,admin,married,tertiary,24913,no,no,telephone,5,no
61,student,single,tertiary,1239,no,yes,telephone,7,no
61,retired,divorced,tertiary,1415,no,no,cellular,6,no
68,technician,divorced,tertiary,17952,yes,yes,cellular,2,no
47,entrepreneur,single,tertiary,9408,yes,yes,telephone,1,yes
55,student,single,secondary,1484,yes,no,telephone,1,no
51,entrepreneur,married,tertiary,16225,no,no,telephone,4,yes
29,management,married,primary,12923,yes,no,cellular,2,yes
36,services,married,tertiary,18936,no,yes,telephone,6,no
54,student,divorced,secondary,37612,no,yes,telephone,9,yes
61,technician,divorced,tertiary,17410,yes,no,cellular,8,no
66,retired,divorced,tertiary,27997,yes,yes,telephone,4,no
34,admin,divorced,secondary,34733,no,yes,telephone,2,no
27,entrepreneur,married,tertiary,37952,no,no,telephone,1,no
66,services,divorced,secondary,19863,yes,yes,telephone,7,no
64,blue-collar,divorced,tertiary,3380,yes,yes,telephone,3,no
29,technician,divorced,primary,48298,no,yes,telephone,6,no
33,blue-collar,divorced,tertiary,18710,no,no,telephone,5,no
41,technician,single,secondary,13285,no,yes,telephone,5,no
36,technician,married,primary,25260,no,no,cellular,2,yes
25,retired,married,secondary,30879,yes,yes,telephone,9,no
48,retired,divorced,tertiary,14143,yes,yes,telephone,4,yes
38,retired,single,primary,47744,no,yes,telephone,1,no
34,student,married,secondary,5413,no,yes,cellular,2,no
40,management,married,primary,29578,yes,yes,telephone,9,no
54,technician,divorced,primary,12726,no,no,cellular,7,no
33,services,divorced,secondary,25015,no,yes,telephone,2,yes
23,blue-collar,married,primary,48390,no,yes,cellular,7,no
25,retired,married,secondary,3983,no,yes,cellular,4,no
42,student,single,primary,17178,no,yes,cellular,2,no
35,retired,married,primary,24990,no,no,telephone,4,yes
42,blue-collar,married,primary,8321,yes,yes,telephone,5,no
29,blue-collar,divorced,tertiary,41829,no,yes,cellular,4,no
32,entrepreneur,married,tertiary,34366,yes,yes,telephone,3,yes
43,technician,divorced,secondary,32294,yes,yes,cellular,6,no
58,retired,married,primary,38677,yes,no,telephone,1,yes
62,blue-collar,married,secondary,32737,no,no,telephone,8,no
43,management,married,tertiary,39911,no,yes,cellular,5,no
64,management,single,tertiary,15886,no,yes,cellular,8,yes
49,retired,divorced,tertiary,42296,yes,yes,telephone,4,no
27,student,single,tertiary,20791,yes,yes,cellular,4,no
33,blue-collar,married,secondary,6301,no,yes,cellular,5,no
24,entrepreneur,single,primary,33122,no,no,telephone,5,no
34,technician,divorced,secondary,36087,yes,no,cellular,6,no
40,technician,married,primary,30993,yes,yes,telephone,5,no
43,student,single,tertiary,45288,yes,yes,telephone,5,no
38,entrepreneur,single,primary,33779,no,yes,cellular,8,no
39,technician,divorced,tertiary,34894,yes,no,cellular,6,no
24,entrepreneur,single,secondary,31381,yes,yes,cellular,2,yes
31,admin,divorced,primary,12082,yes,yes,telephone,4,no
32,retired,married,secondary,47250,no,no,cellular,4,no
24,technician,married,tertiary,3458,no,no,telephone,5,yes
26,management,single,secondary,39770,no,yes,cellular,6,no
68,blue-collar,married,tertiary,20300,yes,yes,cellular,5,no
65,entrepreneur,married,tertiary,699,yes,yes,telephone,6,yes
25,entrepreneur,single,tertiary,27485,yes,yes,cellular,8,no
67,services,married,secondary,38285,yes,no,cellular,4,no
40,student,single,secondary,-981,no,no,telephone,3,no
46,services,divorced,primary,30471,yes,yes,cellular,9,no
35,technician,divorced,primary,46671,yes,no,cellular,3,no
48,services,divorced,secondary,18270,no,yes,telephone,8,no
47,services,single,secondary,20615,yes,no,cellular,5,no
69,admin,single,secondary,11698,yes,yes,cellular,9,no
56,entrepreneur,married,secondary,46918,yes,yes,telephone,3,no
52,management,married,tertiary,36346,no,no,cellular,8,no
35,student,married,tertiary,4729,yes,no,cellular,7,no
59,management,married,tertiary,37729,no,no,cellular,7,no
56,admin,married,secondary,9171,yes,no,telephone,9,no
34,admin,single,tertiary,11947,no,no,cellular,8,no
31,services,single,tertiary,47948,no,yes,telephone,3,no
48,retired,divorced,primary,32725,no,yes,cellular,6,no
41,entrepreneur,divorced,primary,17450,yes,no,cellular,6,no
52,blue-collar,divorced,tertiary,11300,yes,yes,cellular,5,yes
61,entrepreneur,divorced,tertiary,17064,no,yes,cellular,3,no
62,blue-collar,single,tertiary,2441,no,yes,cellular,9,no
51,services,single,secondary,43779,yes,yes,cellular,7,yes
20,blue-collar,single,primary,17332,no,no,cellular,4,no
54,admin,married,primary,18115,yes,yes,cellular,6,yes
60,management,married,primary,31869,yes,yes,cellular,5,no
57,blue-collar,divorced,tertiary,19868,no,yes,telephone,1,no
43,entrepreneur,married,secondary,39997,no,yes,cellular,2,yes
40,student,single,primary,18615,yes,no,telephone,1,yes
61,services,divorced,primary,11615,yes,yes,telephone,9,no
56,retired,divorced,secondary,12732,yes,yes,cellular,9,no
32,services,married,tertiary,23367,no,yes,telephone,5,no
66,technician,divorced,tertiary,43134,yes,no,telephone,8,no
21,services,married,primary,40738,no,no,telephone,4,yes
46,admin,married,primary,43760,no,yes,telephone,1,no
39,management,divorced,secondary,-1019,yes,yes,cellular,4,no
42,management,married,primary,19554,no,no,telephone,7,no
30,student,married,secondary,23319,no,yes,cellular,2,no
35,blue-collar,married,primary,14130,no,no,telephone,2,no
50,admin,married,primary,16815,no,yes,telephone,6,no
33,technician,divorced,primary,6566,yes,yes,telephone,9,no
62,admin,single,tertiary,24329,yes,no,cellular,3,no
59,services,single,secondary,4349,no,yes,cellular,7,yes
61,admin,married,secondary,8728,no,yes,cellular,9,no
19,admin,married,tertiary,38316,no,yes,cellular,9,no
52,student,married,tertiary,16375,no,no,telephone,4,no
59,technician,single,tertiary,19814,no,no,cellular,2,no
51,services,married,secondary,34214,yes,yes,telephone,1,no
47,retired,divorced,primary,19545,yes,yes,cellular,6,no
30,student,divorced,tertiary,43588,yes,yes,telephone,5,no
30,retired,divorced,tertiary,16953,yes,yes,telephone,6,no
35,student,single,tertiary,872,no,no,cellular,7,no
49,management,married,primary,7368,no,no,telephone,9,no
49,entrepreneur,married,primary,32103,yes,no,telephone,6,no
52,student,married,tertiary,3413,yes,yes,telephone,6,no
56,blue-collar,single,primary,27269,yes,yes,telephone,3,no
63,admin,single,tertiary,47264,no,no,telephone,8,no
69,management,single,primary,18156,no,yes,cellular,9,no
46,technician,single,secondary,11423,no,yes,cellular,1,no
66,retired,divorced,secondary,36062,yes,no,telephone,6,yes
46,entrepreneur,single,primary,40805,yes,yes,telephone,7,yes
61,entrepreneur,single,secondary,-13,no,no,cellular,8,no
33,student,single,secondary,35597,no,yes,cellular,8,no
61,admin,married,secondary,16369,no,yes,cellular,7,no
64,technician,married,tertiary,25868,yes,yes,telephone,8,no
27,blue-collar,married,primary,9434,no,yes,telephone,9,no
47,technician,divorced,primary,12548,no,yes,cellular,7,no
42,admin,divorced,primary,14636,yes,no,cellular,3,no
56,blue-collar,single,secondary,30383,no,no,cellular,9,no
37,technician,married,tertiary,40196,no,yes,telephone,1,no
22,blue-collar,divorced,primary,15007,no,yes,telephone,8,no
18,student,married,secondary,33924,no,no,telephone,6,no
47,student,divorced,tertiary,28211,yes,no,cellular,3,no
66,admin,divorced,tertiary,9328,no,yes,telephone,9,no
20,admin,single,primary,1389,yes,no,cellular,6,no
62,blue-collar,single,primary,7458,no,no,cellular,7,no
31,services,divorced,secondary,945,yes,no,cellular,2,no
47,management,single,primary,7352,no,yes,telephone,1,no
67,entrepreneur,divorced,secondary,8486,no,no,telephone,1,no
21,technician,divorced,tertiary,39400,yes,no,telephone,3,no
35,technician,married,tertiary,92,no,no,telephone,3,no
54,services,single,tertiary,49857,no,no,telephone,8,no
42,services,single,tertiary,34527,yes,yes,telephone,7,no
65,services,single,primary,3112,no,no,cellular,8,no
18,retired,married,primary,14937,no,no,cellular,1,no
63,retired,married,secondary,35672,no,no,telephone,4,yes
32,blue-collar,married,secondary,44026,no,yes,telephone,8,no
26,retired,single,secondary,-888,no,yes,telephone,2,yes
32,student,single,secondary,33545,yes,yes,cellular,7,no
66,student,single,secondary,29740,yes,no,telephone,8,yes
41,admin,married,tertiary,21481,no,no,cellular,9,no
21,entrepreneur,married,tertiary,46355,no,no,telephone,7,no
29,blue-collar,divorced,tertiary,8025,yes,yes,cellular,9,no
54,entrepreneur,married,secondary,32082,yes,no,cellular,2,no
54,technician,divorced,tertiary,11562,yes,no,telephone,1,no
60,management,single,tertiary,9304,yes,yes,cellular,1,no
23,admin,married,tertiary,5015,yes,no,cellular,4,no
56,technician,single,tertiary,42885,yes,no,cellular,1,no
63,technician,single,primary,3710,no,yes,cellular,7,no
41,blue-collar,single,secondary,10588,no,yes,telephone,8,no
28,services,single,secondary,48374,no,yes,cellular,3,no
30,services,married,primary,18967,no,yes,cellular,1,yes
51,entrepreneur,single,tertiary,19904,no,yes,cellular,3,no
42,admin,divorced,tertiary,22256,yes,no,telephone,2,no
24,services,married,tertiary,23052,yes,yes,telephone,6,no
69,technician,single,secondary,13436,yes,no,cellular,7,no
21,services,married,secondary,19815,yes,no,telephone,9,no
25,retired,divorced,secondary,13196,yes,yes,telephone,5,yes
37,services,single,secondary,16089,yes,yes,telephone,4,yes
46,technician,divorced,secondary,47669,no,no,telephone,1,no
68,entrepreneur,single,primary,15604,no,no,telephone,6,no
62,blue-collar,divorced,secondary,506,yes,no,telephone,8,yes
63,admin,single,tertiary,30584,no,yes,telephone,4,no
27,management,married,secondary,18709,yes,no,cellular,1,no
60,services,single,primary,42840,no,yes,cellular,5,no
51,student,married,tertiary,46904,yes,no,cellular,5,no
43,student,single,primary,45111,yes,no,telephone,2,no
58,entrepreneur,single,tertiary,36247,no,no,cellular,6,no
66,technician,divorced,secondary,41202,yes,yes,telephone,9,no
20,management,divorced,primary,1090,no,yes,telephone,6,no
23,management,divorced,tertiary,37265,no,no,cellular,8,no
22,retired,single,secondary,19552,yes,no,cellular,3,no
22,management,single,tertiary,27135,yes,no,cellular,2,no
64,student,single,primary,12691,yes,yes,cellular,4,no
40,blue-collar,married,primary,37761,no,yes,telephone,9,no
66,technician,married,primary,31741,no,yes,cellular,9,no
26,technician,single,primary,19661,yes,yes,cellular,3,no
52,services,divorced,secondary,39025,yes,yes,telephone,1,no
37,services,divorced,tertiary,4092,yes,no,telephone,1,no
66,services,divorced,secondary,33674,yes,no,telephone,4,no
59,student,single,primary,-1430,yes,no,telephone,4,yes
52,student,divorced,tertiary,10084,yes,yes,telephone,6,no
67,entrepreneur,single,primary,-1693,yes,no,cellular,5,no
35,student,married,secondary,1742,no,yes,cellular,6,no
34,student,divorced,secondary,39742,no,yes,telephone,7,no
41,student,married,secondary,26792,yes,no,cellular,7,yes
20,student,divorced,tertiary,-1235,yes,no,telephone,9,no
49,blue-collar,single,tertiary,39732,no,yes,cellular,6,no
52,student,single,primary,22198,yes,yes,cellular,8,yes
55,entrepreneur,single,tertiary,5735,no,no,cellular,2,yes
30,management,single,tertiary,14202,no,yes,cellular,8,no
64,management,divorced,secondary,45199,yes,yes,cellular,9,no
42,retired,married,primary,9377,no,yes,telephone,4,no
26,blue-collar,single,secondary,44042,no,no,cellular,5,no
21,services,divorced,primary,12297,yes,yes,cellular,5,no
31,admin,married,primary,6036,yes,yes,cellular,2,no
54,student,single,tertiary,38364,no,yes,cellular,5,no
51,retired,married,secondary,47691,yes,yes,telephone,9,no
28,admin,single,tertiary,22369,no,yes,telephone,4,no
58,entrepreneur,married,tertiary,32817,no,yes,telephone,3,no
20,management,married,tertiary,35443,no,yes,cellular,7,no
45,retired,single,primary,-337,no,no,telephone,8,no
46,entrepreneur,divorced,secondary,37244,no,no,telephone,6,no
26,retired,married,secondary,10028,no,no,telephone,6,no
20,technician,single,tertiary,17823,yes,yes,telephone,5,yes
42,entrepreneur,married,primary,13077,yes,no,cellular,6,no
51,management,married,secondary,37911,yes,no,cellular,9,no
29,management,divorced,secondary,17631,yes,yes,cellular,2,no
59,blue-collar,married,tertiary,-90,no,no,cellular,3,no
26,retired,married,primary,31500,no,yes,telephone,1,yes
32,student,single,tertiary,17897,no,yes,cellular,4,no
57,management,single,secondary,35377,no,yes,cellular,2,yes
42,retired,divorced,primary,9134,no,no,cellular,6,no
22,blue-collar,married,tertiary,35224,yes,yes,telephone,1,yes
28,student,married,secondary,24897,yes,no,telephone,8,no
51,entrepreneur,married,tertiary,45280,yes,yes,telephone,6,no
41,blue-collar,divorced,tertiary,34103,no,yes,cellular,9,no
32,technician,married,tertiary,46313,no,no,cellular,6,no
55,student,single,primary,43582,yes,yes,cellular,7,no
25,retired,divorced,secondary,5056,no,no,cellular,5,no
22,management,single,secondary,26950,no,yes,telephone,8,no
65,management,single,secondary,753,yes,yes,cellular,8,no
43,retired,divorced,secondary,29941,no,yes,telephone,9,no
35,retired,single,primary,32140,yes,yes,telephone,6,yes
23,retired,married,tertiary,12234,yes,yes,cellular,1,yes
54,services,divorced,secondary,7636,yes,yes,telephone,9,no
65,student,single,primary,1376,yes,yes,cellular,3,yes
30,management,married,tertiary,28783,no,yes,cellular,9,no
45,student,married,primary,39249,no,no,cellular,7,no
22,blue-collar,single,primary,41025,no,no,cellular,3,no
30,management,married,secondary,14447,yes,no,telephone,9,no
34,services,divorced,secondary,18329,no,yes,telephone,7,no
67,retired,single,tertiary,14713,yes,no,cellular,7,no
57,technician,married,tertiary,2858,no,no,telephone,7,yes
62,retired,married,secondary,49115,no,yes,telephone,2,no
49,entrepreneur,single,primary,17472,yes,no,telephone,4,no
46,retired,single,secondary,14524,no,yes,cellular,8,no
68,services,single,tertiary,44387,yes,no,cellular,2,no
20,student,single,primary,2539,yes,no,cellular,4,no
57,management,divorced,primary,16857,no,no,telephone,8,no
51,retired,single,primary,36362,no,no,cellular,3,yes
57,management,divorced,secondary,34671,no,no,cellular,6,no
44,admin,divorced,secondary,3364,no,yes,cellular,2,no
30,blue-collar,single,tertiary,-1551,yes,no,cellular,8,no
62,student,divorced,primary,18830,yes,yes,cellular,8,no
50,management,single,primary,19078,no,no,cellular,1,no
23,technician,single,secondary,35574,no,yes,telephone,3,no
41,blue-collar,married,tertiary,-1131,no,no,cellular,2,no
36,entrepreneur,single,tertiary,36847,yes,no,telephone,7,no
33,entrepreneur,married,primary,38075,no,no,cellular,7,no
57,technician,divorced,secondary,26140,yes,no,telephone,4,no
45,retired,married,primary,1659,no,no,telephone,8,no
50,blue-collar,divorced,secondary,34370,no,yes,telephone,3,no
65,management,single,tertiary,39352,yes,no,cellular,9,no
58,blue-collar,divorced,primary,49600,yes,no,cellular,5,no
30,retired,divorced,primary,12385,no,yes,telephone,2,no
60,services,single,primary,41751,yes,no,telephone,9,yes
62,student,divorced,tertiary,17337,yes,no,cellular,1,no
42,technician,single,primary,3131,no,no,cellular,8,no
59,retired,married,tertiary,-642,yes,no,cellular,6,no
53,services,single,secondary,23614,yes,no,telephone,1,no
44,blue-collar,single,tertiary,14771,no,yes,telephone,4,no
55,blue-collar,divorced,secondary,11603,no,no,telephone,3,no
24,retired,married,tertiary,14246,yes,yes,telephone,7,yes
22,management,single,tertiary,15216,no,no,telephone,7,no
60,blue-collar,married,primary,39209,yes,no,cellular,6,yes
62,management,married,tertiary,40987,yes,yes,telephone,8,yes
68,management,divorced,primary,40488,yes,no,telephone,7,no
48,student,single,secondary,18577,no,no,cellular,4,no
40,management,divorced,secondary,48990,yes,yes,cellular,7,no
59,admin,single,primary,40320,yes,no,cellular,1,no
27,student,married,secondary,9301,yes,no,telephone,3,no
49,services,single,tertiary,7515,no,yes,cellular,2,no
60,services,single,primary,24802,no,yes,telephone,7,no
47,blue-collar,married,primary,-1109,no,no,cellular,9,yes
